text,rating,account_age_days,verified_purchase,multiple_ips,label
"Nå jeg har købt et smykke og er blevet bedt om at rate det, men den kommer ikke ind her er hvad jeg har skrevet. This is not a necklace as it look at th picture, the one of 3 stone is not a diamond, there is no stone around the heart, it is small bumps. He chain is not shiny. I am so sad about brought this, I can’t get in touch with seller, or Amazon’s, I don’t want to pay for sending, when all I thought I buy is wrong",1.0,28,0,1,1
I have recently bought a Kindle and the choice and ease of downloading ebooks is amazing and very fast.,5.0,436,1,0,0
good value and excellent service.  Can always rely on this company,5.0,16,0,1,1
Not sure why I’m paying for a prime account.   Shipping times are horrible and never what they say they are going to be. Customer service is is beyond bad. If you have not received a item that you ordered your screwed because customer service doesn’t give a crap. You’re on your own to figure it out.,1.0,218,1,0,0
"Typical bait and switch, promise 1day delivery to get you to buy, then send an email saying sorry its running late. This has happened 4 times so far, so much for being a prime member to get quicker service.",1.0,101,0,0,0
"Great service while in lockdown , just delivery and ability to get goods and the essentials that we need for everyday life as well as toys for kids!Keep up supporting the clients, Great to have amazon music included in prime!",5.0,14,0,1,1
"Once upon a time, in the magical land of Amazon.com, I embarked on a quest to buy a variety of items and even sell some of my own. Little did I know that this journey would be filled with both laughter and bewilderment.As a buyer, my experience has been mostly positive. Amazon's vast selection of products and speedy delivery make it a convenient choice for all your shopping needs. However, there have been times when I've encountered the occasional weirdness with returns. It's like trying to find a needle in a haystack while blindfolded and hopping on one foot.But fear not, dear reader, for I have discovered a hidden treasure! On rare occasions, I've managed to summon a human customer service representative. These elusive creatures are surprisingly pleasant and possess the power to make your problems disappear with a wave of their magical wand.Now, let's talk about the dark side of Amazon: the seller experience. As a small business owner, I must warn you that Amazon is a greedy and ridiculous platform. It's like a dragon hoarding all the gold and leaving you with just a few measly coins. Their policies are designed to maximize their own profits, leaving sellers feeling like they're on a never-ending quest for fairness.To all aspiring merchants out there, I would advise you to tread carefully in the treacherous realm of Amazon. Offer your products on their platform to reach a wider audience, but don't put all your eggs in this basket. Instead, create your own enchanted website and offer your wares at a slightly lower price. It's like offering a secret discount to those who dare to venture beyond the Amazon kingdom.In conclusion, dear reader, Amazon.com is a land of contrasts. As a consumer, you'll likely have a good experience, but as a seller, be prepared for a wild and unpredictable journey. So, gather your courage, sharpen your wit, and may the odds be ever in your favor!",3.0,518,1,0,0
Worst customer service ever!! They are rude yelled at me and hung up!!,1.0,1924,1,0,0
"Customer service is utterly appalling. Great if everything goes fine but the moment you have the slightest problem or concern it goes to hell. It’s an utter disgrace. They will NEVER call or email you back but will readily promise to do so. The reps ability to understand a problem or even follow written or verbal English is insufficient for problem-solving that you constantly have to repeat yourself. You have to repeat yourself to a new person every time, they don’t bother to look at chat records (if there even are any). There is no ownership of issues. They don’t make any kind of notes against your account, nothing. They don’t understand their own processes, at least in terms of the information customers receive. They allow people who don’t have the skills or knowledge to deal with serious matters around contractual obligations and your own account security and cyber threats. There is no meaningful complaints process even for the most serious issues and it’s all done outside of the UK with apparently no ability to escalate beyond the customer reps own manager. They can’t handle anything remotely outside the scripts they’re given. Some of the worst customer service I’ve ever experienced",1.0,4,0,1,1
"Costs a lot more now for shipping on Amazon, not to Merion how I had product not work or battery (smart watch) was bad that only lasted a day. The orders are also been arriving late now and day as well.",2.0,1654,1,0,0
Got the WRONG item delivered in record time AGAIN!Not impressed!,1.0,17,0,0,1
Their shipping and customer service are outrageous . No words to describe frustration dealing with Amazon. Three times the same order was delayed by their fault. No option of refund online or canceling the order!  Had to talk on the phone two times and after seven days get a confirmation about my refund! They mislead and manipulate customers with no shame !,1.0,5,0,1,1
"Amazon have yet to refund me £160 which they say my bank has, when asked the bank they don't hold money they refund it straight away but amazon seem to think it takes 3to 5 working day depending who you speck to and others say 10 working day, so please be advised when buy from amazon they will not refund you if an item is pressed my mistake or faulty, please don't make my mistake haha happy shopping people or find an alternative",1.0,1377,1,0,0
"Was double charged for my items. I did order 8 things from Amazon which I’ve never done. I did get a refund for the things that were double charged. But getting an answer from someone was almost impossible. I had five different people “help” me. I use help loosely because they weren’t really answering my question. The sixth person finally helped me. It’s unacceptable to be double charging customers. My items ended up shipping out earlier. I was told they don’t charge until item(s) ship. Well they also charge when it ships early plus they get you again when the original shipping date comes around. And yes I got my refund from my bank but still. And on top of that I ordered a new kindle within my order since my nook broke and they charged me two different amounts. The bigger amount was refund. But the experience to get an answer, plus being double charged was highly unacceptable, unprofessional, and absolutely ridiculous. Been an Amazon member for about 5 years roughly never had these kind of issues before. Not sure if I want to order from amazon again. Ordering 8 things from Amazon isn’t a good idea I learned. I needed a new wallet, a new kindle plus the case and charger, a new electric toothbrush. And I ordered 4 other things that I’ve been eating for a long time. Which I regret ordering all at once because Amazon messed with my money and charged me way way too much. I basically paid for 16 items when I ordered 8.",1.0,1753,1,0,0
"I am waiting for my command since one month, nobody kept me in touch I have 0 news from my products.It was supposed to come before Xmas...",2.0,1506,0,0,0
"1st time buying from Amazon, never again.Item was never delivered by courier, is stuck now at forwarders depot and nobody to reach out to. No refund received, nowhere I can go with my question. Don't know how this company got so big.",1.0,901,0,0,0
"'Buy again' option is a trapI bought a book from Amazon.com and due to some security features, the first attempt on my Mastercard did not allow the payment. I got a 'rejected payment' notification from Amazon when I logged in the following day. I used a different card and clicked on 'buy again' as there was no other option. I was then charged for 2 books of the same title. When I eventually realised this, I tried cancelling one of them, but the time was apparently 'too close to it being delivered' for cancellation. Moments later, it was being shipped .I have received one copy of the book and not the other. I therefore cannot return the book as it is not in my possession in addition to needing some refund slip from Amazon. I cannot get a hold of any person or chat that enables me to explain this and get a refund into my account. Totally frustrating. This is the first and final time I will attempt to shop on Amazon. What a disappointment!",1.0,492,1,0,0
"I've been an Amazon Prime customer for several years. I've been extremely pleased up to 3 weeks ago. It seems that when they went to their own delivery system and started to promise 1 day deliveries, that the issues have happened. Several item have been lost in shipping.At least 1 of the items was bought and fulfilled by Amazon. 1st item got lost, I got a refund because item was no longer available,and ordered a similar item. 2nd item got lost. Called customer service which issued a re-shipping order which did nothing. After several more days I got on their help center.Went through 4 customer service people. At that point I was so disgusted that I told them I lost faith in the system. They recommend that I order from a different vendor at $10.00 more for the same item and that they would pay the expedited shipping. I told them that the $10.00 more was the expedited shipping cost and that I did not feel that I should pay for their problem. They said when I get my item, I should ask for a refund of the difference. We'll see how it works out.Later,I did order the other part and did contact them once I received it. I also copied and pasted from the previous chat that I had saved so it was per their instructions being fed back to them. They not only issued a refund but also refunded the whole amount of the purchase. I guess they knew I was upset. I think I'm back on track with them.",3.0,1303,1,0,0
Great products & customer service!,5.0,1260,1,0,0
"Amazon continually promises to deliver by certain date. They continually fail to meet their obligations. Many times have I experienced this and is a prime member I am thoroughly disgusted. This is an example, I ordered two items for delivery between before 11:00 AM this morning. Upon checking on Amazon there was a display that said packaging on be there scheduled by 3:00 PM now. I order you in good faith and Amazon does not deliver.Now I have to rearrange my schedule because Amazon did not keep their schedule yet once again. I feel like they say we'll deliver it by this date and then just don't.",1.0,1479,1,0,0
Delivered the wrong parcel meant for someone else. Failed to deliver mine. Then expected me to travel to send this back when I'm disabled and don't drive! This was the only way I was going to get my refund. Disgusting. I spend a lot of money with them. Now am considering other options. Customer service failed. Driver failure. Took an hour to sort out.,1.0,428,1,0,0
"Customer service assistants are very unprofessional. I had to explain my problem again and again, sent the pictures many times and nothing was solved. I will buy from the other sites. Shopping shouldn’t be that painful !!",1.0,411,1,0,0
"I think it’s very offensive for Amazon to use the Lords name in vain on their packaging boxes, at least for most of us Christians. A box came the other day that said, oh my God, look at this box? Very poor taste on Amazons part.",1.0,1474,1,0,0
"I agree with everyone here, Amazon has gone downhill since the pandemic started. Especially Christmas, be very careful on amazon around Christmas time. Packages are always missing or delayed out of nowhere which is really frustrating, and the “two day shipping” comes in like a week. I ordered 2 things for Xmas for my brother on the 17th. About week later, (Xmas eve) I get a notification saying “running late”, and then giving me an apology saying there sorry my package was late and it should arrive the next day. I was pissed, but I thought at least it’s on Christmas Day. Well On Xmas, it ended up never arriving, and it said “your package may be lost“. I was so pissed and talked to a customer support representative. They told me I can get a replacement. I ended up just doing that and I told my brother about the situation. I am so pissed at amazon and I will do everything in my power to avoid them.",1.0,20,0,1,1
Awful customer service - i canceled all services will never use again,1.0,722,1,0,0
"What a joke, clowns. I ordered a tablet to watch my daughter’s university graduation as am very ill and housebound. Paid extra for it to turn up by 1:00pm. So far the driver has gone past my house 3 times and has also been stationary twice round the corner from my house. The first time for 40 minutes and this second time for over an hour. Terrible service, now I’m going to miss the graduation and want a refund on my delivery. I know someone who delivers for WH Smith’s and they do Amazon deliveries. He snorts Cocaine in the back of the van off the top of the parcels and masterbates in the back of the van. He works for the Croydon branch. They really need to sort their drivers out. Absolutely disgusting service.",1.0,1586,1,0,0
Poor customer service unauthorized charges,1.0,1453,1,0,0
amazon business support team hang up on you,1.0,1879,1,0,0
Amazon lie's about the product that they sell and they don't care about the order and don't buy anything from Amazon they rip off people.,1.0,1353,1,0,0
Great service and they look after their loyal customers.Every time I have had an issue it has been resolved quickly and fairly.,5.0,29,0,1,1
Amazon supports scam sellers and takes your money anyway! Extremely bad and useless support.Stay away from them!,1.0,2,1,1,1
Talked to multiple agents to find out email they sent was spam because I didn’t qualify. No attempt to ease my frustrations.,1.0,733,1,0,0
"amazon is a great cheap good quality its an amazing site whith many things to buy i think all and all its amazing , i buy all my chocolate and yankee candles from there .",5.0,1826,1,0,0
I am so very disappointed with the reoccurring failure of delivery to my address leaving me to go hunting around the building to look for the item delivered which is usually left in a very public place. Today took the biscuit. I received an email saying my item had been delivered and handed to me in person. Which is utter nonsense my door bell wasn't even ring let alone me take delivery. I went to the communal area and did find what could be loosely called the delivery. Bassoon as I looked at the package I knew it was incorrect as soon as I looked at it  as I had ordered a 100 Vit D tablets and the packaging was a standard A4 Amazon envelope. You could never get a tub of 100 vitamin tablets in that. What's more there was absolutely nothing in the envelope not even a sheet of paper.  Customer services are worse than useless. Now you know be warned. The delivery people don't always deliver and will tell untruths claiming tgey have and customer services are useless. ,1.0,278,1,0,0
Waited 5 days to process my payment that by then didn't go through then waited a week at midnight when the payment was in there and cancelled my order! I will never order anything from Amazon again!!!!!!!,1.0,316,1,0,0
"Don’t get me wrong, I loved Amazon never had an issue until now. Their customer service department are not knowledgeable at all and are extremely clueless. I am a Prime member and had to wait a week for nothing to get resolved. They lie to you and tell you that they will help you and get you the refund you deserve just for them to not do that. Even the supervisors lie. They stole my money and my order never got delivered and this has happened multiple times because there incompetent drivers cant find my address and apparently don't know how to use GPS. I will take this further and they will not like it at all. Amazon is JUNK....I will never spend another cent with this s*** company EVER...!!!!!!!",1.0,911,1,0,0
"Wanted to change Amazon music subscription from Unlimited to regular... so cancel subscription button did now work in Amazon app...took several attempts to get customer service rep, after rep took several minutes to get my account since language barrier I was disconnected. Called back and miraculously got a cancel specific auto attendant and was able to cancel but no option for lesser plan. Called customer service again to subscribe to lesser plan and was told to sign up again. Strange how very difficult to cancel a subscription.",1.0,1846,1,0,0
"They automatically reject my account applications a seller despite submitting all the proper documents, because I am not from a geographic location that they prefer. Amazon is such a disgusting contemptible company.",1.0,908,0,0,0
"Placed an order over £700, driver turned up Thursday asked for a one time code, was given it then he checked the van no package. They said come back tomorrow, they didn't. After speaking to several staff at amazon all saying you have the code so your not having an exchange or refund. I have now informed my bank, the police and a solicitor and now the money is back in my account. I'm still following up as I don't want this to happen to others but please don't hand over the code until the products in your view. They even said we've checked your account you've had loads of refunds so i checked my account I've had 1 refund in 4 years. I asked for a copy of the details of the driver for the police, proof of a photo or video of delivery, along with a copy of the voice calls as 1 of the staff said its the drivers fault as he's supposed to have the package in hand and you exchange code and parcel. The driver was asked to sign some paper to say he'd not delivered it which he did. Amazon kept saying they'll email me the correct links but they did not. I had to keep requesting a call back. I was told I'd get a call Sunday they didn't call I had to contact them. No wonder they've got a poor rating. I've cancelled my prime and once this is resolved I'm cancelling my account and so have my friends and family.",1.0,16,0,0,1
"Had a prime account associated with an email I no longer had control of. The associate indicated they would cancel the prime membership and refund a period of the charging as I was not using the benefits. That was more than I could have asked for. What I was after was an email for officially closing the account down. I never received that email. Or the refund. Nor was the prime membership cancelled.A lot of the actions they said they were taking were right there as we were speaking. I'm confused that I spent all that time and we achieved nothing. Ultimately I was able to get control of the email linked to the prime account. Customer service definitely did not play any role in this resolution. Amazon's a good experience when you're buying stuff, but if they start charging your card and you don't know where it's coming from, they sure as hell don't. At least, that's the answer I got from the associate I talked with before the one I discussed above.Stats:-Total Time Spent on Phone: 45 minutes-Satisfaction with Resolution: No resolution",1.0,2,0,0,1
"Amazon, for a company this size, seems to fail in so many ways with its design and GUI. It's hard to understand how or why. Do people even test their features? They seem to not really care about the user experience. Since there are TOO many issues that I have found, I won't go into a list. I will just point one out that affects those that work in the Amazon world: the poorly overworked Amazon delivery person, here in India.I use an Android just an FYI. If I write a bad review, lets say one star, on the delivery of a purchase, then want to change it, maybe because I made an error. I cant change it. I should be able to click on an edit icon, usually a pictograph of a pen, and change my review. I cant. So my one star review is permanently on some delivery person's record. It is a true disservice to the very people that make Amazon work.If I go online, there is steps on how to change my review, but if I follow the steps on my Android, the steps lie. They are full of BS. They simply don't allow you to edit these reviews.Even if they WERE the steps, it shouldn't even be that difficult. You should be able to go to your review and click on a pen icon and simple change the delivery review. I can change the product review in a very easy fashion. Why not the delivery review?Seeing how Amazon fails in this one area alone is enough to warrant a one star review, but I find myriad user interface issues such as this. Its pathetic. Amazon has no excuses for bad design like this.I point out this particular problem because it harms the very people that make Amazon work, the delivery force.Amazon fails these people, in this way, and need to address this egregious defect.",1.0,331,1,0,0
"This company refused to cancel my order when it didn’t arrive on the delivery date. I did give them an extra 3 days in case it was a logistical problem. After 2 weeks I asked for a refund. They refused this saying I would need to wait another week, as the item was in transit. A week later I call to say I hadn’t received the goods. They sanctioned a refund which would take 7 business days to go into my account. An absolute disgrace and disregard to customer service. Will be cancelling my Prime account.",1.0,197,1,0,0
Amazon used to be a great company with good customer service. Ever since they switched to CS in India it has become a nightmare trying to get anything resolved. I have never had so many issues with trying to get a refund on a lost or non delivered item than with this company.,1.0,563,1,0,0
I have had great experiences with them for nearly a decade. My only complaint is that I wish they would pay their workers better wages.,4.0,1930,1,0,0
"Absolute pathetic AI, every time I purchased anything they thank me for my order by email,then say my order is cancelled because my debit card has expired with a copy of the expiry date 05/27Then mail me to say my order will be delivered in a few days.BAD MANAGEMENT,TYPICAL AMERICAN MONEY GRABBERS.",1.0,1910,1,0,0
Review text not found,5.0,6,0,1,1
"If I could give zero stars I would!  I have my garage opener completely fall apart.   I ordered from Amazon because it promised same day delivery.  So, here I am 3 days later and no opener.  Amazon would only offer me a $5.00 coupon!  B.S.!!!!!!  And for this they discontinued their smile charity program!!!!!!! I will now rarely order from them.  I will order directly from vendor.",1.0,28,0,1,1
Ordered some stocking fillers in the Black Friday sale....Happy with purchase......three weeks later I get a partial refund from amazon as the items are now reduced...Great customer service. Don't know any other retailers who would do this ..Great customer service,5.0,16,0,0,1
"I have been a long time Amazon customer. For years I have used Amazon and their services and have had no problems with the company. Recently I started buying Amazon gift cards to accumulate points on my credit cards. Also at times I was able to buy gift cards for a better deal than using my Amazon credit card which only offers 5% cashback on Amazon purchases.Amazon canceled some of my orders and said that my amazon.com gift cards are in violation of their gift card ""terms and conditions"". I called into Amazon and provided documentation showing that these gift cards were purchased legitimately from a third-party. I also showed credit card receipts to Amazon showing that I purchased these gift cards. In going through their terms and conditions I violated none of them. Also the customer service representatives that I spoke with admitted that this was flagged mistakenly as fraud because I purchased many gift cards and it was not my fault. They restored access to my account and credited the gift cards in question to my account.After this incident I thought that everything was fine. As usual I placed more orders on Amazon and they flagged four of my gift cards totaling $423. They accused me of these gift cards being fraudulent which they were not and closed my account. I provided Amazon with screenshots of gift card purchases and my credit card statement showing these gift cards were purchased legitimately but this just fell on deaf ears. Amazon claimed that I was in violation of their “conditions of use”. I went through their conditions of use multiple times and could not find any violation I was guilty of. I asked specifically what violation I was guilty of and never got a response.Let me reiterate that I have done nothing wrong except buy gift cards from someone other than Amazon. I provided documentation proving my innocence but this did not matter. Being a long time and loyal Amazon customer this really was upsetting. Amazon stole $423 in gift cards from me that I purchased legitimately, canceled my membership, and there is nothing that I can do about it. Any proof that I sent to Amazon was completely ignored. Unfortunately I thought Amazon was a better company than this but it seems that they are just a huge organization that really doesn't care about their customers and will actually steal their hard earned money.This being said be very careful about purchasing Amazon gift cards from a third-party because Amazon may steal your money and close your account where you will have no repercussions whatsoever. That's exactly what they did to me.",1.0,3,0,1,1
"I just had the most horrible Amazon experience yet. My account was hacked into as I started seeing order confirmation emails arrive in my inbox for flags and pillowcases worth around 500 GBP. In a panic I logged into my account and started deleting orders and deleting my card information. While I was doing this, the scammer entered fake bank details with my name on them and continued to order hoping probably that the ,,invalid payment details"" would prompt me to enter real ones. I successfully managed to change my password which seemed to stop any outside editing. The stores from where these orders were placed had just been created and had long word store names that were obviously fake. So Amazon, you have scammers creating fake shops, hacking into people's accounts and placing orders to their shops worth hundreds of pounds, do you not do any checking whatsoever on these before activating them? I had to fight a sea of bots before actually speaking to human beings, 1 who hung up on me, 2 passed me to other colleagues and another 2 that did not know how to help me. After I told them I was hacked I was told I would be contacted within 24h, after 1h I received a no-reply email stating the account seemed fine. I ended up having to do everything myself and when I tried to close down the account, an error message came up and I was unable to do so. Again I contacted customer service, was passed around from person to person until someone reluctantly said he raised a ticket to close the account and that it should be done within 5-7 days although I did not receive any email confirmation of this so I am again assuming you tell your employees to not help with these requests because you want to force people to stay on your platform and continue shopping. I am now watching my account like a hawk to make sure nothing else happens until it closes down, hopefully. This horrid experience plus constant missing packages for past real orders that were marked by drivers as ,,delivered"", needless to say I will never use you again, I can't wait until the account is closed and I never have to deal with you again.",1.0,1795,1,0,0
ZERO STARS  people will not refund that day when they failing to deliver and cant re order as no money in account have to wait 7-10 days for food.On contacting them They IGNORE you!!!,1.0,952,1,0,0
"I have been on a subscription for large bags of dry dog food with Amazon for well over a year. Initially all good, the 12kg bags were delivered packed ok in a box, latterly they have just been sticking a label on the bag with the inevitable result that yesterday a bag was delivered with a split taped up. I don’t know how much kibble has been spilled. I haven’t got time to request a return and replace as I’ve almost run out of the dog food. SUBSCRIPTION CANCELLED moved to another online company.",1.0,912,1,0,0
"*** Truly DISAPPOINTING experiences ***I ordered an item, before finalizing the order I had a total for the item, the shipping and the Tax. Then I was prompted renew my Prime Membership and take advantage of Free Shipping and 2-3 days delivery. So, I said fine. I renewed my Prime Membership and clicked proceed. But I was still charged for Shipping and had to wait over two weeks for the order to arrive. Not only the total cost of the order stayed the same but also I had a 2-3 WEEKS delivery now!. So, practically no advantage or incentive to have Prime. I could cancel my membership online but I was curious as to why my Prim Membership was of no use. So I called the customer service.I spoke with the first representative whom I could hardly hear or understand. After a while he put me through to a supervisor. The lady supervisor pick up the line after about five minutes. I asked her the same question. She had no convincing answer. I then said OK, could you please cancel my Prime Membership. She said sure. She put me on hold again, then came back in about three minutes and said ""OK I have canceled your order"". I said why did you cancel my order? I just asked to cancel my USELESS Prime Membership. She simply said sorry, I can cancel your Prime NOW! What kind of people does Amazon hire. Not only they do not care but they do not listen either. I am truly disappointed at Prime. Then again, what can you expect from a company so big - and with no regards to Individual Customers.",1.0,13,0,1,1
"My order has gone missing. Order worth £150. I checked with my house mates- nobody signed for it or received anything. After contacting Amazon customer service, they told me to give them 48 to look into the matter. After checking with them again, they have asked me to get a police report because they can’t send a replacement! I sure won’t be shopping with Amazon again and will not recommend to anyone!",1.0,531,1,0,0
"Banning books is communist and supporting communist actions makes you guilty of treason against this country. You corporate failures do not seem to understand that the country in which you were founded matters, without it, you would not have your success, without it, you would not have the voice to spread lies and deceit for wrongs.  Your hypocrisy is a sign of your ignorance and frankly shows your stupidity.    Pull your heads from between the cheeks of terrorist (obama) and start supporting the country that made you your billions...failure to do such will result in huge loses for your greedy company.",1.0,995,1,0,0
"Have been a long term customer spending thousands of pounds a year. Have a Canon copier and always use Canon cartridges bought on Amazon. Recently looked at website and ordered cartridges that were packaged and imaged to fool the buyer that they were genuine. What turned up were Chinese copies that do not work in a Canon machine - £30 wasted.  My issue with Amazon is that there are a dozen reviews, going back some time, saying the same thing, that the cartridges are useless, but Amazon simply print the review but take no further action. Resulting in more of their customers, who trust the Amazon brand, to be tricked. They need to be more proactive and censure companies who are selling goods not fit for purpose on their site.",1.0,1035,1,0,0
"I love the amazon website.  I spend many hours browsing on the site creating wishlists for all the books I would buy if I could!  I find the service very easy to use, well laid out and appealing.  The site usually offers interesting alternative books which other people with similar taste have looked at our bought.   When I want a treat I buy myself a book(s) on Amazon, simple!",5.0,1438,1,0,0
Sometimes efficient. But seems to be a huge difference in quality of service mainly around app functionalityDelivery times. Change and tomorrow deliveries domy match up with what date tomorrow is when using filters. Orders changing mid order and when other items are added even if they had the same delivery date. I ended up emptying the basket and decided going out fo buy things myself would be a more efficient use of my time than looking for something I don't know when it will turn up or have reduced faith in.,2.0,434,1,0,0
"Usually a good experience. Delivery really depends on who you buy your stuff from though, since you have to remember the person you buy your package from has to send it to an amazon warehouse and only THEN amazon can start delivering it to you. Personally, I think I only had one bad experience where my package was 3 weeks late so I decided to contact support, they replied almost immediately since I contacted them through an app kind of like whatsapp, and they were very helpful and gave me a full refund for my item in the form of a 25$ gift card. I think I used the card to buy a 12 inch rainbow dildo and then I sent it to my friend, idk though it was a while ago.",4.0,1803,1,0,0
"The worst experience with prime delivery. Was expecting a delivery for two days ago and on the app to track the order,come 830pm showed that the driver Is running late and that the delivery will arrive. Called customer service to see how far the driver was and he initially said the driver returned the package to the delivery station at 720pm as he had run out of time - during the call olenty of pauses and it felt like he was busy on his personal phone rather than dealing with my query- escalated to a manager who apologised and assured me that they will arrange for the delivery between 7am and 8am - FALSE!  my child needed the product for world book day. Called the next morning and another cs agent advised that its not possible to request a time but they will contact delivery station to see if they will prioitise the delivery  again -false! Received a call from the manager from the delivery station who confirmed that the items did not even leave the station the orevious day and the driver realised 11 hours later! Eventually got the product at 12pm the next day! All in all false hope, lack of service and custkner care and inefficient workers who cannot manage work load! Very angry prime customer!!",1.0,282,1,0,0
"Amazon becomes one of the worst customer centric website ever!! I trust you and I pay certain amount of money for prime deliveries. One of my last package delivered too late and I missed the package. Now, i’m no longer in related address and my money was stolen by YOU. Why am I saying like this? When i contacted with them, they just say nothing to do and go offline. They immediately become rude if you keep asking questions. When I say ‘is it my problem or fault to have the package 8 more days late? If you promise to delivery something on time.. one or two days can be tolerable. But not 8 days! I was visiting NyC and wanted my parcel to be delivered to the hotel I stayed. Now I’m out of the country and unable to return or refund the purchase. They simple dissapear and not responsible. There is no return to my email either. This is shame for Amazon. How can I trust you from now on!!!! ",1.0,420,1,0,0
"Amazon groceries.I did an order through Amazon (groceries) for a delivery between 2200hrs and 2400hrs.The delivery was marked as ""packed and ready"" midnight came and went, it then said ""we are late, but we will deliver as soon as possible"" 0200hrs, still nothing!.Then even later I got a ""you delivery has been cancelled?""Money for shopping is still pending, and i'm unable to spend money pending on more food? This is a totally unacceptable AMAZON! Rang up Amazon (Anna) to be told its your ""banks fault!"" With no explanation why my order was cancelled? Three days later over £110 still pending and still I'm unable to get any food! The amount of stress and anxiety this is causing is unacceptable.AMAZON GROCERIES Liverpool, delivering to Widnes, Cheshire.⁰/¹⁰.Update; it ended up taking seven full days for the pending (£118) to be usable again.Beware Amazon groceries buyers!",1.0,165,1,0,0
Excellent working,4.0,1603,1,0,0
"I am a massive fan of Amazon and think their percepton of what a customer wants is precisely right. However, when things go wrong they can be masters of customer frustration.I have had three deliveries over the past three days, all to a mystery place that is not my house or near my house. Each of the pics shows the parcels piling up. Efforts to reach an Amazon human proved fruitless because the callbacks gave me three numbers they subsequently declared to be wrong or not receiving calls. So today I had to go to a SHOP (gasp) to buy a crucial item for my work. I could claim refunds but Amazon's suspicions of my honesty might be raised. My faith in Amazon has been seriously undermined and I went to eBay for today's purchase. AMAZON , , , be more available.",1.0,1908,1,0,0
"This book takes one through forty of his photographs documenting in his words his thoughts, his actions and the equipment he used. in my opinion this is a helpful technical book regarding the circumstances surrounding the production of a great artist's works. If you are looking for wonderful Ansel Adams book of photographs exquisitely reproduced, there are much better books that Ansel Adams produced than this one. A note of caution to those looking for the best art books of his pictures, I believe that rarely are the books published after his death as painstakingly produced as those art books where he over-saw the production. I have found the quality to be inconsistent.",5.0,741,1,0,0
Review text not found,3.0,1648,0,0,0
"Why does anyone use Amazon????Product still not here, but i suppose I ought to be happy that their eta has now dropped to 7 days after being 30 days.  30 days to get something that is meant to be in the UK sold by Amazon direct to the UK.  sure it's not coming direct from China???  Time to shut this account and not use again.  The mega rich Bezo doesn't care about workers or customers!",1.0,952,1,0,0
"A mixed bag. Orders are great when they work, returns are a hassle and customer service are whatever they could find the cheapest.",3.0,1180,0,0,0
"1 terrible company, disrespecting users",1.0,19,0,0,1
"hate how they keep  sneaking amazon prime on my account No way to block it. If we watch tv the same day I use my card with them, it will charge my card. I've called and they admitted the only way to block it is to not have your card on your acct. This is theft. You look at a tv trailer not actually watch it it will sign you up?",1.0,1920,1,0,0
UPS failed to deliver as ordered and would not correct their error. Amazon contacted UPS and secured that UPS delivered as ordered. Therefore I got my reader.,5.0,1640,1,0,0
"Samsung S20 Plus 5GORDER # 204-2172993-2603509The seller PixelDirect is a LIAR and clearly breaking the law by misrepresenting!If you don’t want to waste your precious time – AVOID !!!On the 9th of June 2022, I bought a renewed smartphone - Samsung S20 Plus 5G, on amazon.co.uk which was sold by PixelDirect.Important to mention that this is a used phone, as you could easily notice the dirt which accumulates with time into the small holes of the phone.Under the section ‘’What’s in the box?’’, was listed a list of accessories which were missing when I received the product (the delivery was late as well).I contact the seller, he replied to me that renewed products are not coming with accessories.I sent him the screenshots when I placed the order and where it clearly said what was supposed to be in the box and that ‘’All Amazon renewed purchases will come with accessories that may not be original but will be compatible and fully functional’’ and asked him to explain that.His answer was that this applies to new items, and that renewed items are not supplied with the accessories. Also, he asked me to return the product for a refund. Their address is Pixel Direct (Amazon Return), 353 Hoe St, London, E17 9AP.That is a clear misrepresentation which is against the law!He wants me to send the product back, but what about the inconvenience and all my time wasted for moving the information and all the apps from the old phone to the new one and that I have to repeat the entire process again to be able to send the phone back?Who’s compensating for all the distress?!At this point, I called Amazon Customer Service. The assistant had a look at it and confirmed that the product must have the accessories listed on the web page.Her answer was that as the product was sold by a 3rd party seller, there is nothing she can do.The BIG question is Why then do you allow such sellers to be on your platform? Are you not responsible for the misrepresentation on your platform?I asked the assistant to connect me to her line manager/supervisor and she said that she cannot connect me with one, but that they will contact me in 48 hours. That didn’t happen.Shame on you amazon.co.uk, your customer service is becoming worse and worse. Such experiences are showing you the real face of the AMAZON.That proves that your platform is the perfect place for dodgy sellers and scammers!AVOID !",1.0,978,1,0,0
The best place to bay books:)),5.0,1694,1,0,0
